period,obs,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
51,286,1.4,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,249.61,32.7,56.68000000000001,206.01000000000002,21.8,5.45,10.9,21.8
51,287,1.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,224.69400000000002,33.345,57.456,197.505,20.52,5.13,10.26,20.52
52,289,0.6328767123287671,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,406.68499999999995,52.974999999999994,88.02,267.32,32.599999999999994,8.149999999999999,16.299999999999997,32.599999999999994
52,290,0.7534246575342466,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,390.222,39.9,98.154,269.724,31.919999999999998,7.9799999999999995,15.959999999999999,31.919999999999998
52,291,0.9205479452054794,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,362.59600000000006,39.636,74.86800000000001,256.90000000000003,29.360000000000003,7.340000000000001,14.680000000000001,29.360000000000003
52,292,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,340.57800000000003,36.414,74.25600000000001,262.752,28.560000000000002,7.140000000000001,14.280000000000001,28.560000000000002
53,296,0.12054794520547946,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,485.463,79.815,109.863,263.85900000000004,37.56,9.39,18.78,37.56
53,297,0.2876712328767123,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,425.715,42.992999999999995,92.72999999999999,281.562,33.72,8.43,16.86,33.72
53,298,0.36712328767123287,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,406.86600000000004,41.667,93.138,275.329,32.68,8.17,16.34,32.68
56,315,0.4,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,492,164,113,231,0,0,0,0,0,0,0,413.083,58.327000000000005,81.498,246.092,31.96,7.99,15.98,31.96
56,316,1.0191780821917809,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,492,164,113,231,0,0,0,0,0,0,0,351.5,73.815,58.349,219.33599999999998,28.119999999999997,7.029999999999999,14.059999999999999,28.119999999999997
56,317,1.3123287671232877,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,492,164,113,231,0,0,0,0,0,0,0,270.27,43.875,64.35,206.505,23.4,5.85,11.7,23.4
56,318,1.4191780821917808,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,492,164,113,231,0,0,0,0,0,0,0,241.09199999999996,36.38099999999999,60.27299999999999,205.25399999999996,21.72,5.43,10.86,21.72
57,320,0.15342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,455.5199999999999,66.576,95.484,258.41999999999996,35.03999999999999,8.759999999999998,17.519999999999996,35.03999999999999
57,321,0.29315068493150687,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,441.808,65.29599999999999,82.256,258.64,33.92,8.48,16.96,33.92
57,322,0.4,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,391.87999999999994,58.199999999999996,69.83999999999999,256.08,31.039999999999996,7.759999999999999,15.519999999999998,31.039999999999996
57,323,1.0328767123287672,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,311.675,67.81500000000001,69.185,236.32500000000002,27.400000000000002,6.8500000000000005,13.700000000000001,27.400000000000002
57,324,1.1534246575342466,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,300.448,45.919999999999995,73.472,236.15999999999997,26.239999999999995,6.559999999999999,13.119999999999997,26.239999999999995
57,325,1.3205479452054794,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,254.91199999999998,34.708999999999996,61.452,217.927,22.759999999999998,5.6899999999999995,11.379999999999999,22.759999999999998
57,326,1.4,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,246.61,33.604,60.70400000000001,201.08200000000002,21.68,5.42,10.84,21.68
57,327,1.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,219.098,33.902,56.166000000000004,196.834,20.240000000000002,5.0600000000000005,10.120000000000001,20.240000000000002
58,329,0.6328767123287671,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,422.52,55.44,94.08,267.96,33.6,8.4,16.8,33.6
58,330,0.7534246575342466,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,424.96399999999994,38.928,81.1,266.008,32.44,8.11,16.22,32.44
58,331,0.9205479452054794,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,356.23,34.896,77.062,258.812,29.08,7.27,14.54,29.08
58,332,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,333.704,35.35,80.59800000000001,257.348,28.28,7.07,14.14,28.28
59,336,0.12054794520547946,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,481.362,76.302,109.272,275.064,37.68,9.42,18.84,37.68
59,337,0.2876712328767123,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,433.664,35.574,96.55799999999999,281.204,33.879999999999995,8.469999999999999,16.939999999999998,33.879999999999995
59,338,0.36712328767123287,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,178,112,229,0,0,0,0,0,0,0,409.35600000000005,38.634,89.59800000000001,284.41200000000003,32.88,8.22,16.44,32.88
63,363,0.2876712328767123,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,514,82,116,288,0,0,0,0,0,0,0,419.93,31.709,104.554,300.807,34.28,8.57,17.14,34.28
63,364,0.36712328767123287,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,514,82,116,288,0,0,0,0,0,0,0,384.93,36.855000000000004,89.271,307.944,32.760000000000005,8.190000000000001,16.380000000000003,32.760000000000005
74,417,1.084931506849315,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,472,180,102,246,0,0,0,0,0,0,0,316.19399999999996,31.409999999999997,53.745999999999995,296.65,27.919999999999998,6.9799999999999995,13.959999999999999,27.919999999999998
74,418,2.0547945205479454,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,472,180,102,246,0,0,0,0,0,0,0,207.89700000000002,20.102,50.255,250.746,21.16,5.29,10.58,21.16
74,419,3.0657534246575344,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,472,180,102,246,0,0,0,0,0,0,0,151.43800000000002,12.586,41.006,200.97000000000003,16.240000000000002,4.0600000000000005,8.120000000000001,16.240000000000002
75,421,0.9698630136986301,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,462,213,94,231,0,0,0,0,0,0,0,280.575,27.735,54.18,282.51,25.8,6.45,12.9,25.8
75,422,1.4712328767123288,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,462,213,94,231,0,0,0,0,0,0,0,262.88,33.48,52.08,271.56,24.8,6.2,12.4,24.8
75,423,1.9808219178082191,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,462,213,94,231,0,0,0,0,0,0,0,190.00799999999998,16.848,38.843999999999994,222.29999999999998,18.72,4.68,9.36,18.72
75,424,2.463013698630137,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,462,213,94,231,0,0,0,0,0,0,0,169.99300000000002,16.169,37.58200000000001,213.25600000000003,17.480000000000004,4.370000000000001,8.740000000000002,17.480000000000004
75,425,2.9643835616438357,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,462,213,94,231,0,0,0,0,0,0,0,162.67999999999998,14.524999999999999,34.86,202.935,16.599999999999998,4.1499999999999995,8.299999999999999,16.599999999999998
77,432,0.5123287671232877,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,481,178,112,229,0,0,0,0,0,0,0,332.956,40.440000000000005,69.42200000000001,231.18200000000002,26.96,6.74,13.48,26.96
77,433,0.9945205479452055,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,481,178,112,229,0,0,0,0,0,0,0,278.613,43.097,63.735,221.555,24.28,6.07,12.14,24.28
77,435,2.010958904109589,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,481,178,112,229,0,0,0,0,0,0,0,153.244,13.468,36.036,161.252,14.559999999999999,3.6399999999999997,7.279999999999999,14.559999999999999
78,437,0.4821917808219178,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,481,178,112,229,0,0,0,0,0,0,0,423.81,36.564,96.396,274.22999999999996,33.239999999999995,8.309999999999999,16.619999999999997,33.239999999999995
78,438,0.9835616438356164,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,481,178,112,229,0,0,0,0,0,0,0,299,33.15,63.050000000000004,254.8,26,6.5,13,26
78,439,1.4986301369863013,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,481,178,112,229,0,0,0,0,0,0,0,280.118,30.233,59.232,247.417,24.68,6.17,12.34,24.68
78,440,1.9808219178082191,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,481,178,112,229,0,0,0,0,0,0,0,192.7,17.86,45.589999999999996,213.85,18.799999999999997,4.699999999999999,9.399999999999999,18.799999999999997
80,447,0.5150684931506849,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,442.613,39.028,102.892,302.467,35.480000000000004,8.870000000000001,17.740000000000002,35.480000000000004
80,448,0.9972602739726028,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,328.256,33.856,79.488,294.4,29.439999999999998,7.359999999999999,14.719999999999999,29.439999999999998
80,449,1.515068493150685,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,290.95799999999997,32.784,73.08099999999999,286.17699999999996,27.319999999999997,6.829999999999999,13.659999999999998,27.319999999999997
80,450,1.9945205479452055,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,183.138,20.038,51.726000000000006,211.098,18.64,4.66,9.32,18.64
81,452,0.4821917808219178,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,366.034,39.7,93.69200000000001,294.574,31.76,7.94,15.88,31.76
81,453,1,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,313.10999999999996,35.5,78.81,282.58,28.4,7.1,14.2,28.4
81,454,1.4794520547945205,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,179.66400000000002,17.784,51.984,206.568,18.240000000000002,4.5600000000000005,9.120000000000001,18.240000000000002
81,455,1.9972602739726026,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,514,82,116,288,0,0,0,0,0,0,0,150.444,19.104,48.95399999999999,179.498,15.919999999999998,3.9799999999999995,7.959999999999999,15.919999999999998
82,457,0.5178082191780822,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,433.83200000000005,43.554,90.52400000000002,286.09000000000003,34.160000000000004,8.540000000000001,17.080000000000002,34.160000000000004
82,458,0.9972602739726028,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,284.262,35.046,62.953,266.73900000000003,25.96,6.49,12.98,25.96
82,459,1.515068493150685,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,244.07100000000003,31.158000000000005,57.123000000000005,244.64800000000002,23.080000000000002,5.7700000000000005,11.540000000000001,23.080000000000002
82,460,2.0246575342465754,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,149.382,15.440000000000001,35.898,185.28,15.440000000000001,3.8600000000000003,7.720000000000001,15.440000000000001
84,466,0.08493150684931507,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,485.867,62.243,91.042,289.848,37.160000000000004,9.290000000000001,18.580000000000002,37.160000000000004
84,467,0.5178082191780822,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,396.18800000000005,29.674000000000003,81.00200000000001,295.136,32.08,8.02,16.04,32.08
84,468,0.7041095890410959,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,357.58799999999997,28.727999999999994,70.30799999999999,299.376,30.239999999999995,7.559999999999999,15.119999999999997,30.239999999999995
84,469,0.8657534246575342,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,295.02000000000004,30.360000000000003,56.1,278.52000000000004,26.400000000000002,6.6000000000000005,13.200000000000001,26.400000000000002
84,470,1.0273972602739727,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,259.012,25.784,49.809999999999995,251.39399999999998,23.439999999999998,5.859999999999999,11.719999999999999,23.439999999999998
85,472,0.1863013698630137,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,486.47399999999993,55.571,89.27799999999999,279.67699999999996,36.44,9.11,18.22,36.44
85,473,0.34794520547945207,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,392.922,35.505,74.955,285.618,31.560000000000002,7.890000000000001,15.780000000000001,31.560000000000002
85,474,0.5095890410958904,-3.2,-3.5,-0.8,4.7,10.2,14.2,16.3,15.2,11.1,6.4,2.3,-0.5,636,483,182,94,241,0,0,0,0,0,0,0,337.48400000000004,41.831,66.646,263.03900000000004,28.360000000000003,7.090000000000001,14.180000000000001,28.360000000000003
