sample_ID,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl,OC,CaCO3,N,P,K,CEC,GPS_LAT,GPS_LONG,MAT,RAIN,Ndep_WD_tx,EROS,WT,LU,s_c_prc,OC_pom_g_kg,OC_sc_g_kg,OC_tf,N_tf,N_pom_g_kg,N_sc_g_kg
9653,40342916,6,20,76,5,5.11,4.46,25.6,1,1.8,28.5,132.2,4.1,49.287701,6.053741,9.257799446,864.2946194,13.69999981,0.016242468,-47.56480167,FR,96.561,6.207,15.961,22.169,1.643,0.214,1.429
10374,40142776,11,30,63,7,6.44,5.53,34.5,1,3.2,31.9,119.4,17.1,48.020614,5.884201,9.704651816,893.4257826,12.17000008,3.849853949,-27.86635318,GR,91.872,6.527,23.391,29.918,3.41,0.461,2.949
8602,40102680,11,39,58,3,6.17,5.96,30.5,2,3.2,15.9,238.2,23.8,47.156121,5.899845,10.54128509,1107.725173,13.92000008,5.05201396,-18.84441692,GR,97.029,2.131,25.072,27.203,3.34,0.135,3.205
11209,39782614,6,27,69,4,5.69,5.24,36.9,0.5,3.8,12,135,18,46.546383,5.529393,9.697695748,1192.375166,13.64000034,3.991221825,-16.05560241,GR,92.725,6.21,28.717,34.927,4.591,0.544,4.046
11208,39722602,6,29,61,10,7.31,7.01,53.3,107,5.4,15.7,195.3,34.7,46.435255,5.460552,10.36860157,1126.267358,13.64000034,1.670965177,-5.702796295,GR,92.786,8.449,44.851,53.3,6.715,0.539,6.176
10096,35762812,4,22,67,12,5.6,5.25,49.5,2,4.5,66.9,243.4,18.7,47.966618,-0.006396,11.55827566,695.4233473,14.35999966,0.696450451,-2.241580108,GR,77.027,16.375,31.173,47.548,4.82,1.245,3.575
8437,35202828,7,17,73,10,4.08,3.26,70.2,0.5,3.2,5,87.1,7.6,48.038229,-0.779806,11.47810913,756.424266,16.40999985,0.007934791,-50.44116217,FR,79.518,26.161,30.686,56.847,2.849,1.165,1.683
11474,35162834,10,22,62,16,5.18,4.44,34,1,2.9,13.5,186,7.9,48.086311,-0.844381,11.49002974,750.9111625,16.40999985,3.619214721,-19.96618901,FR,77.506,10.626,20.981,31.607,2.806,0.556,2.249
8420,34982816,7,20,58,22,6.68,6.12,19.3,1,2.1,44.2,182,10.9,47.902416,-1.048583,11.69285614,740.9609335,14.46000004,1.156812949,-13.71471769,GR,77.763,4.683,12.714,17.398,2.1,0.335,1.765
11417,34962776,20,22,19,59,5.25,4.88,24.3,1,2.4,5,47.1,11.3,47.544359,-0.998083,11.82926707,749.0312861,14.46000004,2.045885918,-9.166688464,CR,42.214,2.957,16.865,19.821,2.188,0.226,1.962
10780,34262726,3,14,15,72,7.16,7.1,32.6,27,3.3,39.6,160,19.2,47.003611,-1.815583,12.40142188,771.4561823,11.47999954,0.937841746,-2.034465328,GR,28.623,9.129,24.902,34.031,3.392,0.576,2.816
9593,33682820,11,18,56,26,5.62,5.25,37.1,0.5,3.3,159.8,535.3,11.3,47.748815,-2.774665,11.80365687,914.0352885,16.12000084,0.278214818,-23.40961917,CR,70.403,7.378,29.478,36.855,3.819,0.591,3.228
9609,33622846,8,17,67,16,6.49,5.91,31.6,1,3.2,143.7,731.4,12.2,47.970448,-2.912388,11.65256229,925.3532689,16.12000084,4.235755866,-11.12306584,CR,75.877,8.346,22.998,31.344,3.471,0.689,2.782
9573,33582796,5,12,30,59,4.69,4.36,48.4,0.5,4.1,61.2,333.6,8.8,47.522143,-2.852118,12.26467504,842.4088935,16.12000084,0.771722684,-5.68E-14,GR,43.584,21.651,24.751,46.402,4.319,1.681,2.638
9606,33322870,10,20,45,34,6.22,5.59,36.8,1,3.3,100.9,179.7,13.1,48.134769,-3.364543,10.84640317,1078.533808,15.03999996,3.310053909,-54.68673999,CR,59.839,5.071,26.814,31.885,3.255,0.372,2.882
10536,36062672,26,27,49,24,5.46,4.67,31.6,1,1.9,5,85,12.1,46.754018,0.622231,11.68902764,695.3199876,10.43999958,0.40651827,-23.28743386,FR,76.241,6.315,23.818,30.133,2.062,0.303,1.759
10521,35662694,6,27,24,50,7.81,7.37,13.1,22,1.6,18.8,260.9,22.4,46.903416,0.065838,11.79764392,711.4540845,10.46000004,0.397828367,-11.02531568,CR,50.667,2.166,14.557,16.723,1.739,0.144,1.594
10252,35522604,8,15,78,7,6.5,6,31.5,0.5,2.6,5,90.5,14.3,46.084318,0.035719,11.94958369,899.6788045,9.760000229,0.816052614,-10.32212164,FR,95.964,8.068,21.419,29.487,2.796,0.506,2.29
10281,35342676,13,20,50,30,7.07,6.47,13.3,3,1.3,14.9,122.7,11.2,46.703858,-0.318959,11.58521193,826.192331,12.93000031,0.762997428,-21.06062167,CR,71.531,1.632,10.708,12.34,1.477,0.11,1.367
10259,35342626,6,25,67,8,7.76,7.21,26.3,17,2.8,38.8,288.4,25.7,46.258495,-0.232491,12.00056034,889.0448416,11.73999977,0.832199592,-5.521978718,CR,94.28,2.114,24.526,26.64,3.022,0.17,2.852
8860,34682574,15,52,42,6,6.92,6.74,28.4,1,2.8,20,1713.4,22.1,45.710928,-0.984991,12.88247747,829.9223429,8.350000381,0.32,-0.088077947,H21,92.069,10.151,17.668,27.819,3.001,0.682,2.319
8837,34662634,10,40,54,7,7.94,7.42,18.8,496,2,31.1,306.2,20.6,46.24193,-1.120508,12.69876144,752.0647563,9.789999962,1.478305739,-5.688681178,CR,95.275,1.135,17.583,18.718,1.538,0.063,1.475
8652,36242474,6,10,31,59,5.33,4.9,9.2,0.5,1.1,24.8,80.1,5.6,45.005375,1.150909,12.3494689,928.7985737,10.35000038,0.324673916,-50.69553674,CR,39.774,1.88,6.618,8.499,0.879,0.124,0.755
11396,35422396,3,2,6,92,5.72,4.75,15.1,0.5,0.9,5,43.1,1,44.21089,0.23251,12.6326486,1005.634753,10.02000046,0.050551441,-73.59820691,FR,11.123,1.659,12.047,13.706,0.852,0.138,0.713
9087,37562394,16,54,37,9,6.93,6.35,54.6,6,5.6,18.3,223.3,38.1,44.41548,2.9084,10.40776778,693.4697999,10.14000034,1.421149581,-10.56169508,GR,90.868,9.286,45.398,54.683,6.229,0.674,5.555
9081,37302404,10,36,53,11,7.48,7.08,53.5,7,5.6,20.8,1025,33.3,44.48244,2.57205,11.03788136,712.0354194,10.14000034,0.264918601,-17.61871727,CR,88.527,13.409,38.74,52.149,6.002,0.767,5.236
10340,36822342,18,17,48,35,5.58,4.67,21,0.5,1.5,5,69.8,4.7,43.882224,2.050493,13.01886341,715.4133501,11.18999958,5.110293713,-31.3720081,FR,65.398,4.484,12.027,16.511,1.246,0.233,1.013
10362,36742316,11,44,30,26,6.65,5.65,14.7,0.5,1.6,28.5,293,24.8,43.641453,1.984131,13.17637976,722.4664924,11.18999958,8.324770196,-22.62888158,CR,76.156,2.766,11.827,14.593,1.634,0.167,1.468
11361,36582404,33,28,56,16,7.17,6.77,30.1,2,2.6,5,189.2,25.4,44.414165,1.673164,12.18490917,792.7663052,11.07999992,0.886965555,-15.60309185,FR,86.829,5.417,25.823,31.24,3.171,0.274,2.897
11360,36242402,21,27,62,10,8.15,7.47,17.7,530,1.5,14.1,169.9,26.4,44.361334,1.252143,12.54907357,856.240717,9.239999771,1.69859724,-22.47269851,CR,89.396,1.558,15.408,16.967,1.824,0.088,1.736
10453,36102390,4,28,32,40,8.05,7.34,10,54,1,5,196.6,19.6,44.23906,1.09474,12.84102653,839.2122356,9.239999771,5.271693941,-20.81765469,FR,59.452,3.185,7.243,10.428,1.042,0.151,0.891
10661,35242302,8,19,62,18,6.69,6.1,9.5,1,1.1,15.3,74,7.3,43.355387,0.163303,12.87531753,1299.151153,13.03999996,1.918056395,-8.491306113,CR,80.441,1.144,7.048,8.192,1.169,0.096,1.073
10001,39002538,16,26,18,56,4.83,4.27,19.8,1,1.6,19.5,279.1,20.6,45.81672,4.584692,11.25938621,800.0483772,11.06000042,2.168368653,-22.39000364,GR,46.511,5.543,15.102,20.645,2.013,0.369,1.644
11282,38382542,16,11,31,58,4.99,4.23,28.2,1,2,11.2,488.1,7.1,45.80917,3.78625,9.002273695,779.278734,9.949999809,1.00947794,-11.87815261,FR,40.651,7.169,18.834,26.003,2.401,0.513,1.888
9355,38002586,24,16,25,59,5.83,5.08,26.2,1,2.4,19.7,161.7,6.3,46.174076,3.250436,10.91338906,717.3160142,11.52000046,0.486831445,-20.19660803,GR,42.279,7.055,18.066,25.12,2.663,0.441,2.222
11001,37902390,14,31,26,42,6.85,6.33,22.8,0.5,2.2,5,149.3,14.9,44.407723,3.33738,8.775318149,864.4914047,8.479999542,0.813070077,-41.55326934,CR,53.11,5.024,15.779,20.803,2.028,0.368,1.659
10949,37902328,31,28,53,20,7.95,7.37,36.9,288,3.3,5,436.9,28,43.85097,3.40204,10.60202807,889.4157101,9.289999962,1.318507329,-20.33429215,GR,80.752,8.776,25.095,33.871,3.79,0.378,3.412
9272,39962374,32,27,59,14,8.32,7.53,2.6,323,1.1,5,72.2,17.7,44.38995,5.924616,11.18587775,827.3916465,7.949999809,5.052342405,-11.70268308,F10,94.894,4.594,6.05,10.644,1.368,0.038,1.329
9055,39122320,16,22,55,23,7.92,7.4,28.2,398,2.2,62.9,613.5,15.2,43.864681,4.919768,14.10068538,733.711441,8.729999542,1.447936636,-4.241599662,GR,73.859,8.025,14.336,22.361,2.379,0.812,1.567
11889,52702012,22,11,27,62,6.23,5.21,13.4,0.5,1.1,5,48.3,7.5,40.57265,21.20009,10.86029659,780.3368829,7.650000095,1.051817128,-15.11974777,FR,33.16,4.903,6.34,11.243,0.943,0.3,0.643
11660,54401918,33,12,60,28,6.52,5.5,6.2,1,0.7,5,67.8,13,39.48892,23.00444,11.48171455,583.8481544,7.329999924,0.033276038,-36.01011017,FR,67,2.042,4.473,6.515,0.749,0.163,0.586
12099,53481902,11,26,59,15,8.09,7.54,13.1,12,1.4,30.2,304.7,31.6,39.48259,21.92366,15.68840073,639.2934398,7.150000095,1.194921008,-1.574840583,CR,85.366,2.803,11.755,14.557,1.611,0.215,1.396
12113,53341920,6,29,35,36,6.75,6.25,11.5,0.5,1,5,70.7,10.9,39.6634,21.79278,14.47071908,675.9113445,8.260000229,4.225909953,-23.47700545,SHR,39.716,2.071,8.229,10.3,1.298,0.268,1.03
12155,53241716,6,12,35,53,5.5,4.97,19.9,1,1.7,76.9,302.5,7.4,37.8512,21.35958,16.62464056,777.286578,6.699999809,1.318463903,-21.11334286,CR,44.578,8.224,10.4,18.624,1.806,0.656,1.151
11666,55281818,11,37,35,28,7.78,7.01,18.5,3,1.6,5,218.2,30.7,38.45881,23.82054,14.30569618,557.6064608,6.980000019,3.114490078,-49.03696907,SHR,71.273,6.389,5.082,11.471,0.955,0.308,0.646
11992,54921782,7,41,50,9,7.62,7,29,11,2.7,5,480.8,34.1,38.19591,23.35067,13.51885417,622.8663033,5.710000038,4.468055415,-53.47565569,SHR,94.048,6.337,23.512,29.849,3.499,0.424,3.074
11987,54781758,30,26,57,17,8.01,7.36,42.2,29,1.8,5,623.9,35.3,38.00375,23.15154,14.85897531,586.7498017,5.809999943,0.813863922,-27.87356026,FR,94.922,0.982,9.809,10.791,1.242,0.087,1.155
12253,50382730,5,16,33,51,7.64,7.11,12.5,8,1.1,31.9,117.8,16.8,47.26908,19.49748,10.45871417,516.1705212,10.97999954,0.786097905,-5.679528316,CR,62.456,2.697,20.429,23.126,1.587,0.16,1.428
12538,50102730,15,43,37,21,8.13,7.65,29.4,228,2.9,78.5,266.2,32.7,47.300645,19.129823,10.79400549,512.5487302,10.71000004,0.919190481,-0.95653198,CR,77.244,1.524,24.914,26.438,3.221,0.145,3.076
12488,49862704,6,22,50,28,8.04,7.57,18.3,123,1.7,37.6,192.6,18.9,47.09458,18.77529,10.73009153,524.8584126,10.52000046,1.539856932,-18.74736859,CR,61.558,1.67,13.947,15.618,1.818,0.161,1.657
62063,49982668,6,25,63,12,8.17,7.66,15.3,100,1.6,5,136.1,20.3,46.76032,18.87772,10.6901488,537.3591946,10.71000004,2.435591069,-25.66212957,CR,82.104,0.78,14.724,15.505,1.656,0.064,1.592
12609,49282576,9,30,65,4,5.81,5.37,10.7,1,1.4,5,102.7,18.1,46.008592,17.843949,11.23400716,666.2852655,11.89000034,1.144564487,-2.155311072,CR,92.85,1.026,7.749,8.775,1.15,0.072,1.078
12232,50342794,8,27,32,41,6.08,5.29,12.4,2,1.2,16.6,126.7,15.8,47.84428,19.55068,10.00011383,532.0569398,10.78999996,3.285097771,-20.64521437,GR,55.112,2.148,9.474,11.622,1.31,0.142,1.168
12711,52302804,2,4,5,91,4.81,4.2,5.6,0.5,0.6,10,29.8,3.9,47.67469,22.15997,9.641908222,578.6593665,10.48999977,0.364458236,-7.094429218,FR,11.293,1.995,2.94,4.935,0.588,0.258,0.33
12394,52142866,7,20,55,25,4.32,3.94,7.8,0.5,1.2,46.8,163.3,6.1,48.2477,22.080333,9.638462448,592.501822,11.15999985,1.324735434,-1.614561876,CR,67.048,1.616,5.056,6.672,0.992,0.158,0.833
12635,52062866,24,62,31,7,5.73,5.32,39.8,0.5,3.8,46.3,603.6,32,48.259383,21.9738,9.607483385,576.9077695,10.46000004,0.697151322,-0.862489462,GR,92.632,6.27,34.033,40.303,4.559,0.473,4.086
12643,51922818,5,8,9,82,5.49,4.78,7.2,0.5,0.9,19.2,105.4,6,47.85395,21.687883,9.733333463,527.3258054,10.48999977,1.050539004,-2.893031262,CR,21.737,1.366,5.813,7.178,0.866,0.178,0.687
12528,51582792,10,28,70,2,5.74,5.15,28.2,0.5,2.4,19.6,220,18.7,47.670321,21.187034,10.15623899,537.4516881,10.71000004,0.286695278,-2.28166989,GR,95.531,4.683,23.023,27.706,2.865,0.323,2.542
12683,51442734,1,66,33,1,6.61,5.88,21.5,0.5,2.1,16.4,345.5,45.7,47.17369,20.89246,10.407652,524.5120557,10.42000008,0.45025755,-1.034204616,CR,98.094,2.093,21.227,23.32,2.587,0.144,2.443
12300,51302638,6,23,70,7,7.91,7.49,27.4,105,2.3,29.4,723.6,25.5,46.33847,20.53704,10.62500015,525.0441114,10.27000046,0.84250317,-1.332245289,CR,89.689,2.717,21.548,24.265,2.179,0.198,1.981
62030,50282676,3,9,14,77,8.26,7.76,13.8,99,1.5,5,127.7,10.7,46.798765,19.28012,10.75463421,516.7613636,10.71000004,0.428333646,-2.079938054,GR,24.291,3.067,12.062,15.129,1.445,0.249,1.195
12894,31163554,18,15,36,49,6.82,6.69,54.5,29,5.3,100.6,148.7,23.4,53.699167,-8.473889,9.397892316,1283.414079,6.809999943,0.286790261,-1.485257407,GR,31.469,40.655,19.446,60.101,5.49,3.534,1.956
12852,30743562,12,15,30,55,6.61,6.18,73.7,1,6.1,10.5,114.4,27.5,53.671111,-9.1225,9.467905383,1121.50982,6.519999981,0.163142389,-3.557432121,GR,23.138,54.854,20.056,74.91,6.932,5.025,1.907
12851,30583536,15,24,47,29,6.17,5.73,68,1,5.8,5,47.7,24.2,53.409167,-9.252222,10.18517645,1123.425346,5.5,0.082313983,-7.589304527,GR,54.072,27.198,36.326,63.524,6.032,2.597,3.436
13284,41722504,8,27,42,31,6.85,6.35,21.3,10,2,5,38.3,17.3,45.63137,8.09159,9.683209349,921.7652376,15.30000019,3.455437982,-9.362159689,FR,70.068,1.781,20.474,22.255,2.483,0.136,2.347
13501,43562476,46,21,38,41,7.61,7.14,19.8,14,2.1,15.6,134.7,17.1,45.39544,10.44627,12.65109861,821.0144181,37.00999832,1.796083485,-1.159956317,GR,59.103,3.523,17.506,21.029,2.359,0.184,2.175
13652,42702434,4,33,56,11,7.89,7.32,9.9,150,1.4,13.1,195.7,29.1,45.0157,9.3541,12.21873293,764.4500454,22.76000023,30.37190404,-23.72304274,CR,86.636,3.862,10.725,14.587,1.649,0.303,1.346
13654,42582462,3,17,40,43,7.09,6.53,25.5,4,2.2,51,211.5,14.7,45.26702,9.19855,12.19080106,820.4170348,33.63000107,2.028039627,-1.389483876,GR,54.302,14.828,17.073,31.9,3.404,1.582,1.822
13525,44122556,20,18,33,48,7.74,7.32,12.4,132,1.4,18.3,203.2,15.4,46.11059,11.17576,9.069092835,652.013868,22.52000046,15.02781127,-32.01174511,CR,49.214,3.112,9.717,12.829,1.336,0.271,1.065
13673,44882492,8,16,60,24,7.93,7.26,8.506026,13,1.1,5,75.1,13.2,45.51892,12.13463,13.13627321,835.8675754,32.93999863,2.96817944,-0.795494044,CR,73.187,1.974,7.963,9.936,1.051,0.126,0.924
13540,44402452,15,49,45,6,7.32,6.9,25.089515,21,2.6,5,273.3,31.7,45.16899,11.51285,13.40743687,757.8780314,23.36000061,3.969735534,-5.68E-14,CR,19.554,4.547,7.12,11.667,1.159,0.318,0.841
13456,44702406,5,24,65,11,7.61,7.15,21.3,63,2,36,416.6,19.9,44.7484,11.87831,13.34079015,609.5902068,15.51000023,1.107087917,-0.110732497,CR,81.944,7.167,12.345,19.512,2.002,0.626,1.376
13451,44662352,18,38,49,13,7.89,7.34,8.8,77,1.1,22.4,299.9,27.2,44.26257,11.81229,13.18723371,786.3487254,12.43000031,22.39951821,-35.52902234,CR,88.368,2.426,9.568,11.995,1.458,0.152,1.306
13604,44342402,6,26,40,35,8.02,7.55,7.7,80,1,11,124.5,18.3,44.71956,11.42367,13.30908527,653.8306725,21.18000031,2.327407295,-4.846862796,CR,61.984,1.424,7.417,8.841,1.21,0.168,1.043
13940,44782216,12,27,63,9,7.75,7.49,6.4,119,0.8,5,170.7,10.1,43.03315,11.92108,13.59267136,621.37553,9.550000191,8.144476524,-5.786168708,CR,89.059,1.096,3.94,5.036,0.761,0.112,0.649
14134,44442154,5,40,27,34,6.78,5.97,11.6,0.5,1.3,22,143.3,19.2,42.4817,11.49152,14.88694081,510.9481997,8.210000038,5.894368827,-31.37934834,CR,66.011,2.465,8.945,11.41,1.312,0.233,1.079
13727,43842306,10,14,28,58,6.82,6.54,28.8,2,2.8,38.3,185.3,20.2,43.86057,10.78177,14.46148292,905.2689641,11.71000004,2.80676925,-0.554797196,CR,38.768,10.731,10.898,21.628,2.091,0.91,1.181
13792,44982226,12,17,24,60,7.31,7.03,17.9,64,1.9,5,113.6,16.3,43.11851,12.16907,13.5498812,683.3637055,9.550000191,3.613064481,-5.68E-14,CR,39.934,4.558,12.991,17.549,1.927,0.358,1.568
13884,45682288,4,37,42,21,8.32,7.48,10.2,250,1,11.7,163,26.1,43.6557,13.05522,13.38754775,800.1025997,10.65999985,16.76432801,-39.69609131,CR,79.069,1.746,7.75,9.496,1.193,0.106,1.087
14014,46302120,2,39,54,7,8.21,7.39,12.3,410,1.3,5,141.2,27.2,42.1154,13.72476,12.9946543,877.563761,9.880000114,16.55623444,-4.791294902,GR,94.134,1.843,7.755,9.598,1.182,0.091,1.091
14017,46042116,5,37,45,18,8.04,7.41,20.8,156,1.6,5,213,30.3,42.09042,13.40981,11.4370524,863.4041685,5.400000095,7.465898445,-36.74969003,GR,84.615,3.376,18.355,21.731,1.571,0.164,1.406
14234,47542034,37,53,29,18,7.78,7.14,14.9,136,1.6,5,615.5,38.7,41.2738,15.15096,11.45341343,524.0079521,7.690000057,16.83291886,-10.9576807,CR,80.25,2.113,13.998,16.111,1.866,0.148,1.718
14357,49221990,12,29,64,7,7.32,6.89,33.1,3,2.9,52.3,1112.4,28.5,40.75459,17.09592,13.89363295,595.4873348,7.449999809,1.570081014,-15.67121117,GR,94.097,7.342,26.987,34.329,3.346,0.383,2.963
14452,48802016,10,20,66,14,7.89,7.25,13.1,24,1.6,5,862.7,33,41.02312,16.62682,15.38527455,522.5346625,7.050000191,1.369564652,-8.177786524,CR,90.272,2.122,14.662,16.784,1.44,0.101,1.34
14207,48102082,9,41,44,15,6.75,6.46,82.8,4,8.1,311.7,3960,48,41.66964,15.85584,15.57523512,213.3583513,7.590000153,4.390366133,-29.67651016,GR,61.243,48.959,36.592,85.552,8.95,4.525,4.425
14210,47602098,1,46,42,12,6.74,6.12,10.9,2,1.1,30.5,666.7,22.4,41.84705,15.27116,15.96367798,402.7463473,8.18999958,2.665989189,-32.04326135,GR,85.473,2.284,9.334,11.618,1.244,0.108,1.136
14382,48821918,25,45,44,11,7.6,7.32,8.4,73,0.9,5,369.4,25.3,40.13992,16.55566,15.85999003,698.4613416,5.75,12.81289803,-21.96534412,CR,96.256,5.811,5.85,11.66,1.408,0.104,1.304
14183,48421966,15,30,40,31,7.95,7.24,9.8,139,1.1,5,447.2,22.6,40.60159,16.13406,13.36369821,623.0015096,5.869999886,5.478655147,-92.8081833,CR,64.408,2.71,6.978,9.688,1.059,0.181,0.878
14347,49261804,25,39,54,7,7.77,7.15,10.1,191,1.3,5,265.5,19,39.07516,16.95959,16.6756381,751.7502107,8.460000038,16.84394443,-23.44488252,GR,92.102,2.17,8.325,10.495,1.283,0.138,1.145
14185,48701712,10,22,36,43,7.39,7.04,21,136,1.8,26.5,271.2,19.3,38.28823,16.23987,17.94742549,866.6301448,5.880000114,25.63222711,-61.07058158,SHR,54.216,5.482,15.874,21.355,2.157,0.42,1.737
14189,48581704,17,49,40,11,7.58,7.14,15.1,50,1.5,5,395.5,35.5,38.22477,16.09719,17.13771126,872.0733529,5.900000095,36.13939417,-53.24166797,GR,93.934,2.168,13.454,15.622,1.793,0.11,1.683
14186,48361710,6,5,64,31,5.25,4.96,46.1,4,3.8,5,201.2,8.3,38.29471,15.85304,14.88345823,820.2986121,7.050000191,4.935276017,-62.35258881,CR,68.549,10.714,35.495,46.208,4.71,0.989,3.721
14672,47761564,7,21,70,9,7.32,6.87,61.6,50,5.8,5,210.8,54.9,37.01172,15.07438,16.5158573,526.2742476,6.28000021,5.796731867,-35.11428158,GR,89.467,16.186,44.619,60.805,6.441,0.987,5.454
14650,46901572,12,37,50,13,8.14,7.41,5.9,316,0.8,5,280.6,15.6,37.13047,14.12098,17.87808822,379.2503233,4.75,2.885215568,-6.179973352,CR,84.474,2.266,4.558,6.824,0.674,0.075,0.6
14657,46821592,24,38,56,6,7.37,7.22,4.4,190,0.7,5,610.6,13.8,37.3168,14.04226,17.11320347,435.6287231,4.510000229,10.27654185,-41.26826207,GR,94.839,1.35,6.354,7.704,0.849,0.068,0.781
14649,46801570,18,53,34,13,7.8,7.27,19.3,261,1.8,5,567.5,28.5,37.11766,14.00861,17.68155233,395.9543799,4.75,14.88301429,-5.68E-14,GR,86.265,4.078,25.544,29.622,1.748,0.229,1.519
14736,42181938,16,39,23,38,7.12,6.8,25.2,102,1.9,5,548.2,26.8,40.53143,8.79012,14.98457577,726.1543922,6.559999943,11.76995938,-32.24113343,GR,61.593,11.172,19.747,30.918,2.127,0.511,1.616
14737,41981944,8,20,62,18,6.49,5.97,31.8,1,2.8,5,496.5,22.1,40.58251,8.55398,14.69660825,767.2064451,6.559999943,11.66490964,-33.1817596,GR,79.929,10.002,20.654,30.656,3.033,0.809,2.224
14922,52683728,20,9,33,59,4.79,3.91,12.6,0.5,0.8,5,32.2,2.5,55.75078,25.20371,6.2054143,627.0758351,8.119999886,0.317900786,-4.556267414,FR,34.519,2.833,3.206,6.039,0.391,0.162,0.229
14936,52543704,4,3,13,83,3.85,2.76,42.9,0.5,1.7,5,30.4,6.1,55.56672,24.90438,6.238860528,609.0933925,7.599999905,0.096060545,-4.039953748,FR,10.982,31.558,5.966,37.524,1.336,1.073,0.263
14944,52463552,2,8,21,71,5.38,4.66,7.1,0.5,0.9,17.3,82.6,1,54.24773,24.29491,6.249149627,638.2632109,9.630000114,1.026030267,-6.709487901,GR,31.564,0.904,5.694,6.598,0.824,0.134,0.69
14875,52303734,6,8,21,72,7.85,7.26,9.9,42,1.1,10.3,32.2,9.2,55.87374,24.6298,6.456286913,605.1917361,8.119999886,0.461429396,-2.700625891,GR,27.554,3.161,11.127,14.287,1.233,0.148,1.085
15089,52263646,6,11,39,50,5.34,4.85,12.4,0.5,1.2,16.7,58.9,9.2,55.10854,24.28266,6.336443607,602.3499352,8.369999886,1.476666758,-12.02181708,CR,47.836,2.098,9.854,11.952,1.45,0.172,1.278
14974,51763594,8,6,30,65,5.27,4.83,16.7,0.5,1.8,5,27.2,6.4,54.73693,23.35795,6.837534993,613.7279629,8.760000229,0.392622989,-1.95779203,GR,32.682,3.966,7.827,11.793,1.466,0.482,0.984
14980,51323614,2,12,40,48,6.41,6.13,19.7,0.5,1.7,14.1,73.1,10.6,54.98444,22.7401,6.844706379,666.1832638,8.890000343,0.743713183,-6.887810522,CR,48.427,2.611,13.08,15.691,1.485,0.209,1.276
15164,51183646,4,21,48,31,7.85,7.14,14,13,1.4,5,95.1,14.8,55.28887,22.61351,6.499881642,719.0133117,8.890000343,0.399946786,-10.84707823,CR,64.971,2.241,12.052,14.293,1.312,0.183,1.129
15241,40382982,27,17,48,35,4.88,4.52,34.3,0.5,3.1,91.6,88,7.9,49.88217,6.06071,8.752029495,837.3125739,15.19999981,2.835240013,-5.815389617,FR,63.823,7.196,18.356,25.552,2.796,0.708,2.088
15501,53543746,6,21,40,38,7.32,7,20.6,9,1.7,14.6,132.6,16.2,55.73814,26.6071,5.606611491,643.4543203,7.539999962,0.421444566,-8.741683163,GR,60.674,3.455,14.786,18.241,1.537,0.174,1.363
15270,52463890,11,9,31,60,7.41,6.99,18.1,21,1.5,27.3,64.5,11.1,57.21014,25.42926,4.741059959,703.5227143,6.300000191,0.287766715,-7.659250181,GR,35.206,4.196,11.778,15.974,1.224,0.197,1.027
15374,50823826,19,16,23,61,6.09,5.61,37.7,1,3.2,5,52.7,16.4,56.93421,22.56247,6.277248164,663.210395,6.78000021,0.36910528,-2.01645505,GR,21.188,19.743,13.611,33.354,3.138,1.727,1.411
15256,50323806,7,12,38,50,4.69,4.36,14.6,0.5,1.4,22.2,113.2,4.5,56.83319,21.69649,6.40223391,813.944284,7.800000191,0.535674813,-8.350462792,GR,48.672,1.522,10.912,12.435,1.293,0.116,1.177
15621,41223334,5,3,7,90,5.79,5.02,36.6,0.5,1.8,90.9,94.2,10,53.07779,7.02981,9.159178508,767.9822555,18.57999992,0.216349497,-0.019078808,CR,12.682,12.8,24.705,37.506,1.687,0.619,1.068
15787,41163298,5,3,9,88,4.91,4.42,50.8,0.5,2.7,136.1,37.2,9.3,52.75238,6.96301,9.294280896,741.4081915,18.57999992,0.240354092,-2.913854497,GR,13.268,23.958,20.565,44.523,2.303,1.143,1.16
15815,40703234,4,5,14,81,7.1,6.6,14.9,2,1.5,26.1,23.7,8.8,52.15889,6.3305,9.441707771,776.6877232,24.65999985,0.316708434,-2.493254624,GR,18.22,2.794,9.769,12.563,1.489,0.276,1.214
15747,40243242,5,2,8,90,4.2,3.71,44,0.5,1.8,13.9,74.1,6.2,52.20788,5.65239,9.550413648,833.787671,22.52000046,0.120104685,-3.302919656,FR,15.131,17.662,27.07,44.732,1.835,0.726,1.108
15785,40163258,14,13,20,67,7.48,7.27,17.7,15,1.3,16.3,81.3,11.6,52.34703,5.52109,9.556338902,798.5808309,22.52000046,0.474403948,-5.68E-14,GR,30.654,4.382,12.36,16.742,1.177,0.276,0.902
15662,39303176,2,20,49,31,6.4,6,23,2,1.9,81.2,94.5,18.1,51.55844,4.35558,10.24319051,789.3582206,17.19000053,0.572341372,-0.240638507,GR,66.535,2.302,13.117,15.419,1.518,0.16,1.358
15718,40343114,13,13,27,60,6.71,6.29,26.8,1,2.3,86.3,205.5,12.7,51.06483,5.90352,10.0614477,728.4838649,18,0.260343423,-5.68E-14,CR,44.18,4.075,21.127,25.202,2.37,0.318,2.052
16917,50243186,11,20,23,57,5.7,5.2,27.8,1,2.8,22,82,19.6,51.34523,20.12705,7.98201914,553.2599927,13.72999954,0.983816315,-9.598568995,CR,45.99,2.841,25.865,28.706,2.854,0.261,2.592
