obs,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
773,14,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,17.149999999999999,205.47315839476047,250
427,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,14.55,863.6876133866846,250
1192,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,15.9,581.2381156029172,250
922,21,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,13.65,610.2547834973519,250
303,24,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,11.35,345.43617442458617,250
459,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,13.6,893.15299726202,250
128,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,15.2,908.9076880904413,250
844,17,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,6.3,865.8868561325498,250
1206,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,16.600000000000001,624.6821794556313,250
453,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,15.45,899.5307923677582,250
1198,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,12.45,983.570310604391,250
1231,11,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,8.15,206.32531083742074,250
21,2,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,25.5,885.4380568237807,250
971,22,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.1,498.8558896267584,250
450,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.1,844.3032724501835,250
865,18,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10,313.81818093518405,250
325,28,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,16.75,238.36293286701175,250
132,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,20.8,622.6543794656178,250
709,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.15,932.2506445357178,250
809,15,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.15,345.48087444259966,250
1112,2,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,21.5,902.6564793899483,250
924,21,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,11.6,352.9088674443523,250
323,28,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,13.35,137.8612492040312,250
953,22,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,12.35,440.6790969046064,250
479,5,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,11.65,786.4898475276761,250
544,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.95,791.4315612400741,250
9,1,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,24.25,956.6420503705567,250
1183,6,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,9.8000000000000007,757.084543520317,250
264,19,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,11.85,321.4202715007538,250
717,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,13.15,750.1068917989148,250
424,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.9,767.7904100874391,250
1199,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,11.5,242.96682060376747,250
1145,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,8.5,982.6152829953204,250
721,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,17.350000000000001,684.5120965289174,250
746,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,7.85,532.0180992288717,250
607,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,14.75,906.2809395592759,250
917,21,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.3000000000000007,475.2893496401697,250
328,28,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,10.65,348.7213186886581,250
114,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,12.25,846.2120610284084,250
1259,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,10.35,263.99509848499486,250
1089,1,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,10.8,884.7212871149794,250
766,14,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.75,719.5160742582085,250
1267,15,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,14.3,565.2677725134977,250
137,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,6,708.0004442851132,250
438,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,12.85,885.660210059931,250
395,2,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,20.65,271.80594043020534,250
206,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,10.050000000000001,772.4989057953096,250
76,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,22.8,968.5044497244788,250
644,9,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.600000000000001,557.8863469428321,250
36,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,24,797.3596164051613,250
355,1,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.95,975.2345890439345,250
352,1,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,15.95,975.219209626457,250
1135,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,11.8,848.0594522909565,250
883,19,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,22.2,868.5380057142336,250
77,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,14.2,831.5298557645056,250
429,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,25,989.6925620965701,250
474,5,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,12.35,705.7300420695825,250
559,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.050000000000001,576.2485195422391,250
118,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,11.7,858.8139007609515,250
74,6,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,13.7,687.9778918589017,250
437,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,31.35,571.356402176831,250
595,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.35,936.8693808187732,250
1226,10,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,7.65,275.2871335501143,250
263,19,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,10.9,620.6469103443394,250
464,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,14.4,857.9896282028867,250
1136,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,6.8,702.1834815125927,250
678,10,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,17.5,683.8366184152546,250
799,15,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8.25,676.3123846175478,250
1122,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,5.75,915.3877317443756,250
718,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,18.8,705.1034633831321,250
39,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,22.3,931.07641281988106,250
617,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,11.3,786.3981548376488,250
1190,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,15.8,325.8080536719622,250
1039,29,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,14.45,130.0777922217909,250
959,22,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8.4499999999999993,140.6595291115488,250
57,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,26,927.8202222358296,250
401,2,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,17,950.4007271020064,250
184,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,10.6,755.9007965541127,250
754,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,11.35,687.1095227362268,250
1001,24,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8,446.02264634337956,250
649,10,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.1,658.0676045007559,250
727,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,17.25,475.9669984988073,250
1140,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,12.1,297.37277856261494,250
903,20,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,7,351.0115679595477,250
707,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,12.3,912.5023292700997,250
555,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.899999999999999,759.9177442749753,250
1151,5,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,9,591.5663460878912,250
213,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,20.6,832.4705193131523,250
171,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,21,656.3260957171593,250
879,18,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,11.05,684.741020119054,250
1107,2,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,10.8,483.1298841715413,250
1233,11,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,13.65,237.032014777141,250
417,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,15.15,881.1023201084041,250
839,17,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.2,709.5350315349272,250
80,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,10.45,725.8647637305461,250
1018,26,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,21.05,235.4830622029185,250
891,19,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.0500000000000007,707.9871880353099,250
116,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,14.55,836.1208613264766,250
561,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,17,810.1593488198642,250
456,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,16.899999999999999,905.8724897322638,250
237,17,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,18.55,733.1799497450498,250
156,10,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,14.8,743.5967106795846,250
815,16,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8.4,747.6062404334803,250
812,15,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.75,448.08038642184295,250
436,4,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.75,830.8689370588216,250
625,9,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,22.4,882.8779531456952,250
996,24,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8.65,780.8630935319476,250
825,16,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,11.35,819.369677258666,250
280,21,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,21.6,810.0270540958769,250
847,17,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8.9,367.65111915683946,250
663,10,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,14.6,936.7011843054586,250
229,16,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,8.8000000000000007,720.8411664292859,250
586,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,12.95,581.4184091926273,250
514,6,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,18.149999999999999,846.709441016625,250
783,15,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,15,331.5927439305587,250
125,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,12.7,808.1697271249211,250
580,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,7.55,525.7081656457857,250
170,12,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,19.55,837.4262970208118,250
920,21,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.6,679.4186203781411,250
785,15,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,12.85,641.2004299969223,250
124,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,29.65,635.455472036515,250
1272,16,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,7.95,578.6336563003078,250
24,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,16.399999999999999,738.910609342302,250
192,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,13.45,876.1956875528597,250
319,27,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,14.45,187.74014078475474,250
804,15,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,18.149999999999999,750.1418905952036,250
1230,11,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,9.6,875.1837301537621,250
1071,44,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,14,153.7974391960862,250
969,22,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,7.85,489.2215040524855,250
894,19,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.399999999999999,371.3756678137363,250
38,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,18.649999999999999,994.6693731062524,250
383,1,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.600000000000001,958.967758214665,250
404,3,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,18.649999999999999,630.7647187329167,250
750,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,19.45,619.8747582872728,250
549,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,23,825.2075181512718,250
654,10,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,14.6,820.7763445200827,250
181,13,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,13.95,901.8945762715903,250
976,22,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.6,570.7016271867337,250
272,20,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,10.1,815.512741069412,250
221,14,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,23.7,779.7082908117754,250
843,17,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,15.1,600.7499463043041,250
339,33,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,680,10,10,300,0,0,0,0,0,0,10.95,332.9160261390196,250
613,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,10.1,598.1373577498923,250
532,7,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.65,931.830802981634,250
508,6,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8.25,946.9290918960538,250
700,11,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,7.95,628.4168216750572,250
1152,5,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,760,10,0,240,0,0,0,0,0,0,10.1,468.4713109799322,250
690,11,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,8.8000000000000007,627.0343551157122,250
944,21,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,9.8000000000000007,180.2909783295651,250
911,21,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,6.5,963.0720282106124,250
590,8,-9.7,-9.2,-4.1,1.9,9.1,14.3,16.2,14.3,9,3.9,-1.7,-6.8,570,700,20,10,270,0,0,0,0,0,0,11.7,967.4360352366518,250
