period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
1,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,707.9625000000001,200
1,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,534.535,200
1,3.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,418.48,200
1,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,352.005,200
1,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,365.77750000000003,200
1,6.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,261.8625,200
1,7,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,300.9575,200
1,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,202.56333333333333,200
1,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,211.72000000000003,200
1,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,199.795,200
2,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,676.4225,200
2,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,657.96,200
3,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,723.2350000000001,200
3,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,460.67500000000007,200
3,3.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,477.19500000000005,200
3,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,404.00749999999994,200
3,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,272.6425,200
3,6.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,261.5825,200
3,7,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,249.04000000000002,200
3,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,189.485,200
3,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,225.99750000000003,200
3,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,190.3675,200
4,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,462.84000000000003,187.29999999999998,79.96,269.88,0,0,0,0,0,0,0,558.4050000000001,200
6,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,271.06,496.02,107.92,125,0,0,0,0,0,0,0,531.015,200
7,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,518.6075,200
7,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,432.415,200
7,3.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,282.295,200
7,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,255.84250000000003,200
7,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,217.64,200
7,6.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,136.89499999999998,200
7,7,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,120.0025,200
7,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,122.90500000000002,200
7,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,158.715,200
7,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,95.1425,200
8,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,813.7875,200
8,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,668.595,200
8,3.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,418.32250000000005,200
8,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,352.36,200
8,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,343.47749999999996,200
8,6.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,307.975,200
8,7,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,375.40000000000003,200
8,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,234.58,200
8,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,293.735,200
8,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,156.0475,200
9,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,304.40000000000003,296.4,129.8,269.36,0,0,0,0,0,0,0,202.21333333333337,200
11,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,850.9250000000001,200
11,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,735.0325000000001,200
11,3.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,589.21,200
11,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,431.86,200
11,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,440.1275,200
11,6.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,573.5600000000001,200
11,7,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,322.1675,200
11,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,282.57500000000005,200
11,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,272.3025,200
11,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,447,206.8,153.52,192.68,0,0,0,0,0,0,0,219.195,200
12,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,400.2,203.5,188.66,207.6,0,0,0,0,0,0,0,807.7275,200
12,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,400.2,203.5,188.66,207.6,0,0,0,0,0,0,0,273.1675,200
13,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,414.16,289.14,106.18,190.46,0,0,0,0,0,0,0,355.48,200
14,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,409.78,172.16,137.32,280.7,0,0,0,0,0,0,0,383.47,200
16,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,762.6575,200
16,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,663.5024999999999,200
17,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,763.38,200
17,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,657.8525000000001,200
19,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,769.3375,200
19,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,682.4275000000001,200
19,3.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,599.5350000000001,200
19,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,541.4325,200
19,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,443.8375,200
19,6.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,397.515,200
19,7,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,422.395,200
19,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,276.8875,200
19,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,266.9925,200
19,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,259.895,200
20,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,774.1475,200
20,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,716.25,200
20,3.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,561.5533333333334,200
20,4.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,521.4275,200
20,5.02,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,380.88500000000005,200
20,6.01,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,302.5075,200
20,7,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,267.49,200
20,8.04,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,204.7375,200
20,9,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,210.3675,200
20,10.03,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,205.9325,200
21,0.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,826.145,200
21,1.99,0.3,2.7,3.8,7.4,11.7,14.9,18.3,17.4,13.5,8.1,3.5,1.1,2291,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,744.82,200
23,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,819.8800000000001,200
23,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,680.045,200
24,9.01,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,602.95,149.38333333333333,59.53333333333333,188.11666666666667,0,0,0,0,0,0,0,496.635,200
25,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,860.9925000000001,200
25,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,825.5124999999999,200
25,3,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,781.595,200
25,3.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,799.705,200
25,4.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,685.5625000000001,200
25,6,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,723.6274999999999,200
25,6.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,600.4200000000001,200
25,7.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,663.0025,200
25,9.01,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,566.2425,200
25,10,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,500.25000000000006,200
26,3.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,656.62,134.4,51.26,157.68,0,0,0,0,0,0,0,695.6725,200
27,3,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,701.16,141.56,76.16,81.1,0,0,0,0,0,0,0,580.035,200
29,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,780.3725000000001,200
29,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,748.1999999999999,200
29,3,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,704.7624999999999,200
29,3.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,700.7125000000001,200
29,4.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,714.825,200
29,6,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,683.295,200
29,6.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,657.5725,200
29,7.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,639.215,200
29,9.01,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,644.24,200
29,10,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,648.1675,200
30,6,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,497.9,164.76,73.7,263.6,0,0,0,0,0,0,0,542.4,200
30,7.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,497.9,164.76,73.7,263.6,0,0,0,0,0,0,0,449.99333333333334,200
31,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,411.52,320.52000000000004,187.26000000000002,80.7,0,0,0,0,0,0,0,563.75,200
34,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,898.235,200
34,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,816.6450000000001,200
34,3,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,814.4325000000001,200
34,3.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,739.745,200
34,4.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,732.7375000000001,200
34,6,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,668.41,200
34,6.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,642.0749999999999,200
34,7.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,602.6400000000001,200
34,9.01,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,556.7800000000001,200
34,10,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,447,206.8,153.52,192.68,0,0,0,0,0,0,0,591.6850000000001,200
38,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,878.225,200
38,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,810.655,200
39,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,901.2249999999999,200
39,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,372.68,366.26,90.02000000000001,171.06,0,0,0,0,0,0,0,813.325,200
40,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,604.58,273.55,49.45,72.4,0,0,0,0,0,0,0,674.8499999999999,200
41,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,864.77,200
41,2.02,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,792.9675000000001,200
41,3,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,738.205,200
41,3.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,736.6424999999999,200
41,4.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,634.05,200
41,6,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,606.875,200
41,6.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,591.1250000000001,200
41,7.99,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,537.47,200
41,9.01,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,599.68,200
41,10,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,458.9125,200
42,0.97,-20.3,-14.8,-17.8,-12.4,-1.9,7.8,10.8,6.5,-1.2,-12.2,-17.5,-15.7,284,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,799.0749999999999,200
