period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
249,7.91,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,324.365,200
250,0.88,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,609.8375,200
250,1.88,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,451.1075,200
250,2.92,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,286.7425,200
250,3.93,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,48.114999999999995,200
250,4.98,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,601.7574999999999,200
250,5.95,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,100.00250000000001,200
250,6.92,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,71.82666666666668,200
250,7.91,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,32.882000000000005,200
250,8.91,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,509.4700000000001,200
251,0.88,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,458.18250000000006,200
251,1.88,-5.1,-4,1.4,8.8,14.9,20.1,22.5,21.6,17.7,11.4,4.6,-2,851,735.86,67.60000000000001,33.56,162.94,0,0,0,0,0,0,0,242.38000000000002,200
252,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,805.2049999999999,200
252,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,643.3925,200
252,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,558.4675,200
252,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,468.84333333333336,200
252,5.08,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,436.095,200
252,6.155,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,247.2175,200
252,7.1033333333333335,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,226.38,200
252,8.113333333333333,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,595.3100000000001,200
252,9.129999999999999,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,315.73,200
253,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,602.95,149.38333333333333,59.53333333333333,188.11666666666667,0,0,0,0,0,0,0,461.82,200
254,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,327.435,200
254,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,276.6675,200
254,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,235.54500000000002,200
254,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,281.395,200
254,5.09,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,260.2033333333333,200
254,6.140000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,185.55500000000004,200
254,7.11,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,295.28,200
254,8.113333333333333,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,436.65666666666675,200
254,9.129999999999999,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,101.29999999999998,200
256,6.15,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,656.62,134.4,51.26,157.68,0,0,0,0,0,0,0,342.3666666666667,200
257,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,701.16,141.56,76.16,81.1,0,0,0,0,0,0,0,225.03666666666666,200
258,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,206.245,200
258,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,176.7375,200
258,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,168.61,200
258,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,57.146666666666675,200
258,5.07,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,31.77,200
258,6.15,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,61.040000000000006,200
258,7.1033333333333335,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,19.976666666666667,200
258,8.105,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,40.650000000000006,200
259,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,345.3425,200
259,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,452.39,200
259,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,202.24,200
259,4.05,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,250.73000000000002,200
259,5.08,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,311.445,200
259,6.15,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,150.77333333333334,200
259,7.11,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,126.74666666666667,200
259,8.113333333333333,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,242.94666666666666,200
259,9.14,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,158.86333333333334,200
260,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,321.7,448.26,141.98,88.06,0,0,0,0,0,0,0,750.7425,200
261,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,304.40000000000003,296.4,129.8,269.36,0,0,0,0,0,0,0,720.8925,200
263,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,783.0275,200
263,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,727.4150000000001,200
263,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,733.1375,200
263,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,637.3475,200
263,5.08,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,601.8449999999999,200
263,6.155,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,498.4575,200
263,7.11,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,508.255,200
263,8.1175,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,504.52750000000003,200
263,9.14,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,356.4433333333333,200
264,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,904.4625,200
264,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,823.785,200
264,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,658.8400000000001,200
264,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,558.6999999999999,200
264,5.08,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,618.27,200
264,6.15,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,347.9,200
264,7.11,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,440.44500000000005,200
264,8.1175,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,456.38,200
264,9.129999999999999,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,447,206.8,153.52,192.68,0,0,0,0,0,0,0,348.745,200
265,7.1033333333333335,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,400.2,203.5,188.66,207.6,0,0,0,0,0,0,0,283.6166666666667,200
266,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,903.9475,200
266,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,825.4925,200
266,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,719.25,200
266,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,611.48,200
266,5.08,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,644.085,200
266,6.155,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,499.8675,200
266,7.11,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,191.87333333333333,200
266,8.113333333333333,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,745.7066666666666,200
266,9.129999999999999,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,396.1375,273.7625,93.75,236.3625,0,0,0,0,0,0,0,466.63,200
267,1.0350000000000001,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,901.6175000000001,200
267,2.04,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,865.8425000000001,200
267,3.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,751.0425,200
267,4.06,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,509.7233333333334,200
267,5.08,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,627.11,200
267,6.15,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,622.2666666666668,200
267,7.11,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,438.43,200
267,8.113333333333333,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,417.1766666666666,200
267,9.129999999999999,-2.7,-0.6,5.8,13.1,18.6,23.7,26.6,25.8,20.7,14.5,6.3,0.4,835,375.84,262.98,146.22,214.92,0,0,0,0,0,0,0,471.40500000000003,200
269,0.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,625.8425000000001,200
269,0.62,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,267.3475,200
269,0.81,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,300.21750000000003,200
269,1.15,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,359.77,200
269,1.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,388.22499999999997,200
269,2.09,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,250.04,200
269,2.65,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,164.865,200
269,3.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,289.9075,200
269,3.74,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,76.28750000000001,200
269,4.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,275.92,481.58,82.34,160.12,0,0,0,0,0,0,0,136.2375,200
270,0.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,699.9566666666668,200
270,0.62,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,468.64500000000004,200
270,0.81,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,418.89,200
270,1.15,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,196.98000000000002,200
270,1.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,289.58250000000004,200
270,2.09,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,223.37500000000003,200
270,2.65,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,63.98000000000001,200
270,3.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,80.47500000000001,200
270,3.74,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,101.38000000000001,200
270,4.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,691.325,139.7875,59.75,109.1125,0,0,0,0,0,0,0,64.36749999999999,200
272,0.62,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,375.71999999999997,524.68,91.88,7.680000000000001,0,0,0,0,0,0,0,89.55250000000001,200
273,0.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,397.92499999999995,200
273,0.62,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,117.06250000000001,200
273,0.81,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,141.89499999999998,200
273,1.15,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,124.86000000000001,200
273,1.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,107.7225,200
273,2.09,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,129.93500000000003,200
273,2.65,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,61.035,200
273,3.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,216.125,200
273,3.74,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,68.6575,200
273,4.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,402.83750000000003,406.6875,80.5,109.95,0,0,0,0,0,0,0,99.68500000000002,200
274,0.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,765.5925,200
274,0.62,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,521.27,200
274,0.81,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,457.1125,200
274,1.15,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,429.09999999999997,200
274,1.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,305.25,200
274,2.09,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,205.54749999999999,200
274,2.65,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,139.56750000000002,200
274,3.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,102.06750000000001,200
274,3.74,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,83.815,200
274,4.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,528.2166666666667,201.76666666666668,106.65,163.35,0,0,0,0,0,0,0,102.3575,200
276,3.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,414.56,196.76000000000002,173.72,214.96,0,0,0,0,0,0,0,662.7166666666666,200
276,4.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,414.56,196.76000000000002,173.72,214.96,0,0,0,0,0,0,0,547.4733333333332,200
277,0.23,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,959.26,200
277,0.62,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,706.335,200
277,0.81,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,656.445,200
277,1.15,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,556,200
277,1.4,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,506.8475,200
277,2.09,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,396.02000000000004,200
277,2.65,24.7,24.9,25.1,25.8,26,26.2,25.9,25.6,26.5,26.1,25.8,25.1,3914,361.3888888888889,197.8,89.24444444444444,351.56666666666666,0,0,0,0,0,0,0,314.00000000000006,200
