obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
157,17,0.6164383561643836,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,357.192,42.768,106.92,285.12,31.68,7.92,15.84,31.68
158,17,0.863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,328.56,39.22,87.32,284.9,29.6,7.4,14.8,29.6
159,17,1.0136986301369864,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,318.682,37.492,81.473,283.353,28.84,7.21,14.42,28.84
160,17,1.610958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,271.143,29.485999999999997,66.66399999999999,273.70699999999994,25.639999999999997,6.409999999999999,12.819999999999999,25.639999999999997
161,17,1.8383561643835618,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,256.71,22.686,55.521,262.08299999999997,23.88,5.97,11.94,23.88
162,17,2.010958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,240.11799999999997,19.345999999999997,57.468999999999994,252.06699999999998,22.759999999999998,5.6899999999999995,11.379999999999999,22.759999999999998
178,18,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,424.935,41.894999999999996,96.615,291.555,34.2,8.55,17.1,34.2
179,18,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,418.907,41.15,85.592,277.351,32.92,8.23,16.46,32.92
180,18,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,386.512,22.736,101.13600000000001,273.616,31.36,7.84,15.68,31.36
181,18,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,346.86,35.424,84.132,271.584,29.52,7.38,14.76,29.52
182,18,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,312.22,36.18,71.69,249.91000000000003,26.8,6.7,13.4,26.8
183,18,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,276.432,38.064,63.648,245.856,24.96,6.24,12.48,24.96
184,18,2.5534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,256.65,25.369999999999997,58.41,249.57,23.599999999999998,5.8999999999999995,11.799999999999999,23.599999999999998
185,18,2.8054794520547945,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,221.85,21.402,52.2,226.548,20.880000000000003,5.220000000000001,10.440000000000001,20.880000000000003
186,18,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,207.915,21.042,52.605,219.438,20.04,5.01,10.02,20.04
187,18,3.5726027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,192.375,18.05,49.875,214.7,19,4.75,9.5,19
188,18,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,152.09599999999998,15.519999999999998,42.67999999999999,177.70399999999998,15.519999999999998,3.8799999999999994,7.759999999999999,15.519999999999998
189,18,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,462,213,94,231,0,0,0,0,0,0,0,182.106,13.589999999999998,48.017999999999994,209.28599999999997,18.119999999999997,4.529999999999999,9.059999999999999,18.119999999999997
191,19,0.5753424657534246,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,452.62799999999993,57.023999999999994,104.24699999999999,277.10099999999994,35.63999999999999,8.909999999999998,17.819999999999997,35.63999999999999
192,19,1.0136986301369864,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,363.804,52.704,77.592,237.9,29.28,7.32,14.64,29.28
195,19,1.9726027397260273,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,271.593,25.515000000000004,53.86500000000001,216.02700000000002,22.680000000000003,5.670000000000001,11.340000000000002,22.680000000000003
202,20,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,391.68,42.24,76.032,258.048,30.72,7.68,15.36,30.72
205,20,1.9726027397260273,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,277.09,32.67,57.475,237.765,24.2,6.05,12.1,24.2
210,21,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,497,150,85,268,0,0,0,0,0,0,0,468.84600000000006,42.7,53.80200000000001,288.65200000000004,34.160000000000004,8.540000000000001,17.080000000000002,34.160000000000004
211,21,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,497,150,85,268,0,0,0,0,0,0,0,432.97799999999995,36.477999999999994,54.71699999999999,268.827,31.72,7.93,15.86,31.72
212,21,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,497,150,85,268,0,0,0,0,0,0,0,253.44,43.296,22.704,208.56,21.12,5.28,10.56,21.12
214,22,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,173,82,253,0,0,0,0,0,0,0,451.73499999999996,40.915,63.459999999999994,278.89,33.4,8.35,16.7,33.4
215,22,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,173,82,253,0,0,0,0,0,0,0,422.91999999999996,34.919999999999995,53.544,264.616,31.039999999999996,7.759999999999999,15.519999999999998,31.039999999999996
216,22,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,173,82,253,0,0,0,0,0,0,0,250.056,28.704,54.648,218.592,22.080000000000002,5.5200000000000005,11.040000000000001,22.080000000000002
218,23,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,506,123,84,287,0,0,0,0,0,0,0,438.416,42.4,68.688,298.496,33.92,8.48,16.96,33.92
219,23,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,506,123,84,287,0,0,0,0,0,0,0,401.45,39.525,60.45,273.575,31,7.75,15.5,31
220,23,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,506,123,84,287,0,0,0,0,0,0,0,258.52000000000004,26.414,53.952000000000005,223.11400000000003,22.480000000000004,5.620000000000001,11.240000000000002,22.480000000000004
222,24,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,509,82,59,350,0,0,0,0,0,0,0,421.99399999999997,37.766,46.797,314.443,32.839999999999996,8.209999999999999,16.419999999999998,32.839999999999996
223,24,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,509,82,59,350,0,0,0,0,0,0,0,370.512,32.868,44.073,299.547,29.88,7.47,14.94,29.88
224,24,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,509,82,59,350,0,0,0,0,0,0,0,233.805,23.435000000000002,45.78,241.98000000000002,21.8,5.45,10.9,21.8
226,25,0.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,454.274,56.03,69.822,281.874,34.48,8.62,17.24,34.48
227,25,0.8356164383561644,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,379.332,45.018,64.206,249.444,29.52,7.38,14.76,29.52
228,25,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,323.03999999999996,48.455999999999996,56.532,244.97199999999998,26.919999999999998,6.7299999999999995,13.459999999999999,26.919999999999998
229,25,1.8027397260273972,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,239.33,22.618000000000002,44.184000000000005,219.86800000000002,21.04,5.26,10.52,21.04
230,25,1.9287671232876713,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,206.912,21.96,45.384,213.744,19.52,4.88,9.76,19.52
231,25,2.547945205479452,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,190.532,19.228,36.27100000000001,190.96900000000002,17.480000000000004,4.370000000000001,8.740000000000002,17.480000000000004
232,25,2.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,156.18,13.68,36.86,173.28,15.2,3.8,7.6,15.2
233,25,3.526027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,146.28599999999997,20.411999999999995,34.775999999999996,176.52599999999998,15.119999999999997,3.7799999999999994,7.559999999999999,15.119999999999997
234,25,3.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,494,154,96,256,0,0,0,0,0,0,0,115.12800000000001,14.040000000000003,31.200000000000006,151.63200000000003,12.480000000000002,3.1200000000000006,6.240000000000001,12.480000000000002
236,26,0.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,466.12,58.48,68.8,266.6,34.4,8.6,17.2,34.4
237,26,0.8356164383561644,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,380.42699999999996,46.179,57.174,249.22,29.32,7.33,14.66,29.32
238,26,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,335.94300000000004,50.151,48.777,252.12900000000002,27.480000000000004,6.870000000000001,13.740000000000002,27.480000000000004
239,26,1.8027397260273972,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,230.036,21.484,46.636,225.84400000000002,20.96,5.24,10.48,20.96
240,26,1.9287671232876713,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,220.038,19.773,45.63,221.559,20.28,5.07,10.14,20.28
241,26,2.547945205479452,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,198.51600000000002,18.174,36.814,212.496,18.64,4.66,9.32,18.64
242,26,2.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,165.64800000000002,14.616000000000001,37.758,187.978,16.240000000000002,4.0600000000000005,8.120000000000001,16.240000000000002
243,26,3.526027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,146.096,19.136,31.28,171.488,14.719999999999999,3.6799999999999997,7.359999999999999,14.719999999999999
244,26,3.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,121.12499999999999,15.826999999999998,31.007999999999996,155.03999999999996,12.919999999999998,3.2299999999999995,6.459999999999999,12.919999999999998
246,27,0.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,429.26,54.08,70.98,290.68,33.8,8.45,16.9,33.8
247,27,0.8356164383561644,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,352.495,38.61,60.059999999999995,263.835,28.599999999999998,7.1499999999999995,14.299999999999999,28.599999999999998
248,27,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,315.948,42.035999999999994,58.986,261.03,27.119999999999997,6.779999999999999,13.559999999999999,27.119999999999997
249,27,1.8027397260273972,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,213,21.5,44.5,221,20,5,10,20
250,27,1.9287671232876713,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,201.957,19.56,45.966,221.517,19.56,4.89,9.78,19.56
251,27,2.547945205479452,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,182.81599999999997,27.375999999999998,43.616,210.19199999999998,18.56,4.64,9.28,18.56
252,27,2.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,161.20000000000002,12.8,39.6,186.4,16,4,8,16
253,27,3.526027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,137.632,16.896,33.088,164.38400000000001,14.080000000000002,3.5200000000000005,7.040000000000001,14.080000000000002
254,27,3.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,109.22399999999998,12.727999999999996,29.007999999999992,145.03999999999996,11.839999999999996,2.959999999999999,5.919999999999998,11.839999999999996
256,28,0.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,412.58500000000004,51.471000000000004,64.543,288.401,32.68,8.17,16.34,32.68
257,28,0.8356164383561644,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,330.37800000000004,39.729000000000006,56.45700000000001,270.43600000000004,27.880000000000003,6.970000000000001,13.940000000000001,27.880000000000003
258,28,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,284.73900000000003,42.042,54.782000000000004,255.437,25.48,6.37,12.74,25.48
259,28,1.8027397260273972,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,202.13,24.157,43.877,222.83599999999998,19.72,4.93,9.86,19.72
260,28,1.9287671232876713,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,188.47,18.33,45.12,218.07999999999998,18.799999999999997,4.699999999999999,9.399999999999999,18.799999999999997
261,28,2.547945205479452,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,170.94,16.38,35.699999999999996,196.98,16.8,4.2,8.4,16.8
262,28,2.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,161.568,13.464,39.6,181.368,15.84,3.96,7.92,15.84
263,28,3.526027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,129.86999999999998,15.443999999999997,36.85499999999999,168.83099999999996,14.039999999999997,3.5099999999999993,7.019999999999999,14.039999999999997
264,28,3.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,118.90800000000003,15.552000000000003,34.02000000000001,155.52000000000004,12.960000000000003,3.2400000000000007,6.480000000000001,12.960000000000003
266,29,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,430.28700000000003,20.709,60.593,255.411,30.68,7.67,15.34,30.68
267,29,0.7835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,385.90400000000005,19.224000000000004,55.53600000000001,251.33600000000004,28.480000000000004,7.120000000000001,14.240000000000002,28.480000000000004
268,29,0.9835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,291.4,32.86,52.08,243.66,24.8,6.2,12.4,24.8
269,29,1.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,258.41900000000004,28.652,39.121,224.80800000000002,22.040000000000003,5.510000000000001,11.020000000000001,22.040000000000003
270,29,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,241.66400000000002,23.04,39.424,207.872,20.48,5.12,10.24,20.48
271,29,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,213.155,30.656,34.488,200.701,19.16,4.79,9.58,19.16
272,29,2.5506849315068494,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,209.30599999999998,20.151999999999997,30.685999999999996,197.856,18.32,4.58,9.16,18.32
273,29,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,189,20.58,31.08,179.34,16.8,4.2,8.4,16.8
274,29,2.9506849315068493,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,179.725,14.615,29.23,171.43,15.8,3.95,7.9,15.8
275,29,3.5671232876712327,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,161.04,17.567999999999998,31.11,156.282,14.64,3.66,7.32,14.64
276,29,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,143.22,15.003999999999998,31.031,151.74499999999998,13.639999999999999,3.4099999999999997,6.819999999999999,13.639999999999999
304,30,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,425.125,58.175000000000004,39.38,372.32,35.8,8.95,17.9,35.8
305,30,0.7835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,411.028,41.356,37.136,354.48,33.760000000000005,8.440000000000001,16.880000000000003,33.760000000000005
306,30,0.9835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,361.08,56.61,33.660000000000004,313.65,30.6,7.65,15.3,30.6
307,30,1.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,331.07500000000005,56.45700000000001,22.304000000000002,287.16400000000004,27.880000000000003,6.970000000000001,13.940000000000001,27.880000000000003
308,30,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,284.82,32.118,21.21,267.852,24.24,6.06,12.12,24.24
309,30,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,254.98200000000003,29.484,22.932000000000002,238.602,21.840000000000003,5.460000000000001,10.920000000000002,21.840000000000003
310,30,2.5506849315068494,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,225.54399999999998,28.072,14.036,216.34799999999998,19.36,4.84,9.68,19.36
311,30,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,203.301,21.609,11.907,204.183,17.64,4.41,8.82,17.64
312,30,2.9506849315068493,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,188.74099999999999,18.997999999999998,14.867999999999999,190.393,16.52,4.13,8.26,16.52
313,30,3.5671232876712327,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,170.04,19.5,15.21,185.25,15.600000000000001,3.9000000000000004,7.800000000000001,15.600000000000001
314,30,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,147.31199999999998,14.662999999999998,16.709,162.31599999999997,13.639999999999999,3.4099999999999997,6.819999999999999,13.639999999999999
315,30,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,152.397,18.081,19.557,178.965,14.76,3.69,7.38,14.76
317,31,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,412.852,52.033,25.59,362.525,34.12,8.53,17.06,34.12
318,31,0.7835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,385.884,42.082,33.348,332.68600000000004,31.76,7.94,15.88,31.76
319,31,0.9835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,344.375,43.5,29.724999999999998,307.4,29,7.25,14.5,29
320,31,1.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,304.308,38.52,16.692,282.48,25.68,6.42,12.84,25.68
321,31,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,279.65,29.75,17.849999999999998,267.75,23.799999999999997,5.949999999999999,11.899999999999999,23.799999999999997
322,31,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,256.83899999999994,26.606999999999996,15.746999999999998,243.80699999999996,21.72,5.43,10.86,21.72
323,31,2.5506849315068494,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,231.71,25.636,9.86,225.794,19.72,4.93,9.86,19.72
324,31,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,220.424,23.6,12.272,215.704,18.880000000000003,4.720000000000001,9.440000000000001,18.880000000000003
325,31,2.9506849315068493,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,202.244,17.794,9.548,204.414,17.36,4.34,8.68,17.36
326,31,3.5671232876712327,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,178.65,18.262,10.322000000000001,189.76600000000002,15.88,3.97,7.94,15.88
327,31,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,174.148,13.395999999999999,14.971999999999998,191.48399999999998,15.759999999999998,3.9399999999999995,7.879999999999999,15.759999999999998
