obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
1098,56,2.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,257.07,36.9,20.294999999999998,300.735,24.6,6.15,12.3,24.6
1099,56,2.745205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,244.332,34.552,23.445999999999998,314.67,24.68,6.17,12.34,24.68
1100,56,2.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,236.58599999999998,38.528,18.662,308.224,24.08,6.02,12.04,24.08
1101,56,3.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,219.384,27.145999999999997,12.187999999999999,295.282,22.159999999999997,5.539999999999999,11.079999999999998,22.159999999999997
1102,56,3.706849315068493,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,202.27900000000002,22.365000000000002,11.431000000000001,260.925,19.880000000000003,4.970000000000001,9.940000000000001,19.880000000000003
1103,56,3.8958904109589043,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,196.02,28.71,11.385,258.885,19.8,4.95,9.9,19.8
1104,56,4.131506849315069,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,185.535,20.925,13.020000000000001,245.52,18.6,4.65,9.3,18.6
1105,56,4.720547945205479,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,154.786,25.263,12.832,208.119,16.04,4.01,8.02,16.04
1106,56,5.123287671232877,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,147.45499999999998,21.447999999999997,12.255999999999998,201.84099999999998,15.319999999999999,3.8299999999999996,7.659999999999999,15.319999999999999
1108,57,0.7150684931506849,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,359.572,37.3,25.364,323.764,29.84,7.46,14.92,29.84
1109,57,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,297.92499999999995,34.349,21.029999999999998,347.69599999999997,28.04,7.01,14.02,28.04
1110,57,1.1342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,272.16,23.520000000000003,22.848000000000003,353.47200000000004,26.880000000000003,6.720000000000001,13.440000000000001,26.880000000000003
1111,57,1.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,248.75,28.75,28.75,318.75,25,6.25,12.5,25
1112,57,2.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,239.184,30.2,21.744,312.872,24.16,6.04,12.08,24.16
1113,57,2.745205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,220.374,31.482,22.154,308.98999999999995,23.32,5.83,11.66,23.32
1114,57,2.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,181.17800000000003,25.965000000000003,19.041000000000004,350.81600000000003,23.080000000000002,5.7700000000000005,11.540000000000001,23.080000000000002
1115,57,3.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,191.722,30.326,11.308,280.644,20.560000000000002,5.140000000000001,10.280000000000001,20.560000000000002
1116,57,3.706849315068493,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,206.448,26.400000000000002,11.616,283.536,21.12,5.28,10.56,21.12
1117,57,3.8958904109589043,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,187.98200000000003,29.707000000000004,9.74,259.571,19.48,4.87,9.74,19.48
1118,57,4.131506849315069,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,186.438,18.837,11.591999999999999,266.133,19.32,4.83,9.66,19.32
1119,57,4.720547945205479,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,174.36999999999998,27.729999999999997,14.1,253.79999999999998,18.799999999999997,4.699999999999999,9.399999999999999,18.799999999999997
1120,57,5.123287671232877,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,422,203,35,340,0,0,0,0,0,0,0,145.536,19.2,11.904,207.36,15.36,3.84,7.68,15.36
1122,58,0.7150684931506849,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,321.104,34.592,36.848,359.456,30.08,7.52,15.04,30.08
1123,58,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,331.82,37.418,31.77,304.99199999999996,28.24,7.06,14.12,28.24
1124,58,1.1342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,307.487,32.016000000000005,26.013,301.48400000000004,26.68,6.67,13.34,26.68
1125,58,1.7123287671232876,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,297.964,27.384,34.556000000000004,292.096,26.080000000000002,6.5200000000000005,13.040000000000001,26.080000000000002
1126,58,1.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,285.039,34.155,25.461,276.34499999999997,24.84,6.21,12.42,24.84
1128,59,0.7150684931506849,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,388.77599999999995,33.367999999999995,23.279999999999998,330.57599999999996,31.039999999999996,7.759999999999999,15.519999999999998,31.039999999999996
1129,59,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,298.599,34.704,24.582,365.115,28.919999999999998,7.2299999999999995,14.459999999999999,28.919999999999998
1130,59,1.1342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,278.694,28.782000000000004,21.762,372.76200000000006,28.080000000000002,7.0200000000000005,14.040000000000001,28.080000000000002
1131,59,1.7123287671232876,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,260.936,29.743999999999996,27.715999999999998,357.604,27.04,6.76,13.52,27.04
1132,59,1.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,253.87199999999996,35.42399999999999,22.304,344.4,26.239999999999995,6.559999999999999,13.119999999999997,26.239999999999995
1133,59,2.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,240.524,34.54,21.352,331.584,25.12,6.28,12.56,25.12
1134,59,2.745205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,226.577,32.454,19.232,322.73699999999997,24.04,6.01,12.02,24.04
1135,59,2.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,210.515,31.429,27.871,323.185,23.72,5.93,11.86,23.72
1136,59,3.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,194.854,31.26,8.857000000000001,286.029,20.84,5.21,10.42,20.84
1137,59,3.706849315068493,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,186.847,23.664,9.86,272.629,19.72,4.93,9.86,19.72
1138,59,3.8958904109589043,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,180.95999999999998,27.36,10.08,261.59999999999997,19.2,4.8,9.6,19.2
1140,60,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,472.017,62.376999999999995,41.894999999999996,354.71099999999996,37.239999999999995,9.309999999999999,18.619999999999997,37.239999999999995
1141,60,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,452.7,49.5,47.7,350.1,36,9,18,36
1142,60,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,407.337,36.652,38.318,350.693,33.32,8.33,16.66,33.32
1143,60,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,393.156,38.592,34.572,337.68,32.160000000000004,8.040000000000001,16.080000000000002,32.160000000000004
1144,60,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,376.04,35.550000000000004,38.71,339.7,31.6,7.9,15.8,31.6
1145,60,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,334.48,40.7,30.34,334.48,29.6,7.4,14.8,29.6
1146,60,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,313.551,37.683,29.151,330.615,28.439999999999998,7.109999999999999,14.219999999999999,28.439999999999998
1147,60,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,279.07,36.993,37.642,295.295,25.96,6.49,12.98,25.96
1148,60,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,267.46,44.784,26.746,283.01,24.88,6.22,12.44,24.88
1149,60,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,284.688,36.245000000000005,23.724,314.343,26.36,6.59,13.18,26.36
1150,60,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,254.13,31.913999999999998,16.548,288.40799999999996,23.64,5.91,11.82,23.64
1151,60,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,251.126,34.384,20.262,308.228,24.56,6.14,12.28,24.56
1152,60,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,260.043,24.36,17.052,307.545,24.36,6.09,12.18,24.36
1153,60,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,236.73499999999999,27.685,20.339999999999996,280.23999999999995,22.599999999999998,5.6499999999999995,11.299999999999999,22.599999999999998
1154,60,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,220.17000000000002,20.943,15.036000000000001,280.851,21.48,5.37,10.74,21.48
1155,60,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,202.10500000000002,18.506,15.097000000000001,251.29200000000003,19.48,4.87,9.74,19.48
1157,61,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,465.06399999999996,55.274,26.683999999999997,405.978,38.12,9.53,19.06,38.12
1158,61,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,444,41.625,36.075,403.3,37,9.25,18.5,37
1159,61,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,417.07,49.225,34.905,393.8,35.8,8.95,17.9,35.8
1160,61,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,391.527,34.12,32.414,394.93899999999996,34.12,8.53,17.06,34.12
1161,61,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,374.54999999999995,41.25,37.125,372.075,33,8.25,16.5,33
1162,61,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,348.91999999999996,46.787,31.72,365.573,31.72,7.93,15.86,31.72
1163,61,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,308.698,32.172,26.043999999999997,399.08599999999996,30.639999999999997,7.659999999999999,15.319999999999999,30.639999999999997
1164,61,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,297.44,37.18,33.605,346.775,28.599999999999998,7.1499999999999995,14.299999999999999,28.599999999999998
1165,61,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,279.89099999999996,41.541,28.601999999999997,330.96599999999995,27.24,6.81,13.62,27.24
1166,61,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,267.64799999999997,43.29599999999999,24.927999999999997,320.128,26.239999999999995,6.559999999999999,13.119999999999997,26.239999999999995
1167,61,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,262.92,28.796,14.398,319.886,25.04,6.26,12.52,25.04
1168,61,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,244.956,30.991999999999997,17.88,302.17199999999997,23.84,5.96,11.92,23.84
1169,61,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,244.77900000000002,26.415000000000003,15.262000000000002,300.54400000000004,23.480000000000004,5.870000000000001,11.740000000000002,23.480000000000004
1170,61,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,247.79999999999998,26.4,20.4,305.4,24,6,12,24
1171,61,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,221.84400000000002,18.62,12.236,279.3,21.28,5.32,10.64,21.28
1172,61,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,219.66,17.782,14.644,270.914,20.92,5.23,10.46,20.92
1422,62,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,461.421,46.05,52.49699999999999,361.032,36.839999999999996,9.209999999999999,18.419999999999998,36.839999999999996
1423,62,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,458.488,44.6,38.356,350.556,35.68,8.92,17.84,35.68
1424,62,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,416.85900000000004,39.903000000000006,38.205000000000005,354.033,33.96,8.49,16.98,33.96
1425,62,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,405.55199999999996,24.479999999999997,34.272,351.69599999999997,32.64,8.16,16.32,32.64
1426,62,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,378.738,36.524,37.318000000000005,341.42,31.76,7.94,15.88,31.76
1427,62,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,344.367,38.844,29.88,333.909,29.88,7.47,14.94,29.88
1428,62,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,297.5,42,27.299999999999997,333.2,28,7,14,28
1429,62,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,310.218,37.476000000000006,25.678,320.62800000000004,27.76,6.94,13.88,27.76
1430,62,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,286.87399999999997,34.37199999999999,11.897999999999998,327.85599999999994,26.439999999999998,6.609999999999999,13.219999999999999,26.439999999999998
1431,62,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,278.2,39.65,20.150000000000002,312,26,6.5,13,26
1432,62,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,268.182,39.942,19.654,306.222,25.36,6.34,12.68,25.36
1433,62,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,255.816,29.988,17.748,308.448,24.48,6.12,12.24,24.48
1434,62,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,247.825,28.749999999999996,14.374999999999998,284.04999999999995,23,5.75,11.5,23
1435,62,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,236.04000000000002,29.786,15.736,280.43800000000005,22.480000000000004,5.620000000000001,11.240000000000002,22.480000000000004
1436,62,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,230.15999999999997,28.495999999999995,12.604,276.73999999999995,21.919999999999998,5.4799999999999995,10.959999999999999,21.919999999999998
1437,62,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,213.309,18.684,14.013,272.994,20.76,5.19,10.38,20.76
1439,63,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,458.298,38.663,39.605999999999995,406.433,37.72,9.43,18.86,37.72
1440,63,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,437.92,47.84,33.120000000000005,401.12,36.800000000000004,9.200000000000001,18.400000000000002,36.800000000000004
1441,63,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,412.996,41.924,33.004,404.076,35.68,8.92,17.84,35.68
1442,63,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,395.40200000000004,29.890000000000004,29.036,399.672,34.160000000000004,8.540000000000001,17.080000000000002,34.160000000000004
1443,63,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,377.15999999999997,38.64,38.64,385.56,33.6,8.4,16.8,33.6
1444,63,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,354.09000000000003,50.468,26.862000000000002,382.58000000000004,32.56,8.14,16.28,32.56
1445,63,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,315.462,38.073,26.418,397.047,31.080000000000002,7.7700000000000005,15.540000000000001,31.080000000000002
1446,63,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,313.02,38.48,28.12,360.38,29.6,7.4,14.8,29.6
1447,63,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,289.97999999999996,38.664,25.776,361.58,28.64,7.16,14.32,28.64
1448,63,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,298.48900000000003,34.74100000000001,20.561000000000003,355.20900000000006,28.360000000000003,7.090000000000001,14.180000000000001,28.360000000000003
1449,63,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,264.62,37.335,18.995,334.05,26.200000000000003,6.550000000000001,13.100000000000001,26.200000000000003
1450,63,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,275.145,30.497999999999998,15.911999999999999,341.44499999999994,26.519999999999996,6.629999999999999,13.259999999999998,26.519999999999996
1451,63,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,246.61999999999998,28.91,14.75,299.71999999999997,23.599999999999998,5.8999999999999995,11.799999999999999,23.599999999999998
1452,63,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,230.98200000000003,35.406000000000006,16.298000000000002,279.314,22.480000000000004,5.620000000000001,11.240000000000002,22.480000000000004
1453,63,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,222.62999999999997,21.176999999999996,13.031999999999998,286.16099999999994,21.72,5.43,10.86,21.72
1454,63,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,202.935,17.115,12.714,256.236,19.56,4.89,9.78,19.56
1456,64,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,479.478,51.81,44.274,366.43800000000005,37.68,9.42,18.84,37.68
1457,64,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,431.81399999999996,42.81699999999999,44.638999999999996,391.72999999999996,36.44,9.11,18.22,36.44
1458,64,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,420.39400000000006,47.196000000000005,35.834,370.576,34.96000000000001,8.740000000000002,17.480000000000004,34.96000000000001
1459,64,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,494,83,53,370,0,0,0,0,0,0,0,396.111,39.527,46.254999999999995,359.10699999999997,33.64,8.41,16.82,33.64
